Bore ID,Postcode,Suburb,Area,Latitude,Longitude,Temperature (C),EC (uS/cm),WaterQuantity(mAHD)
95919,3616,COOMA,GOULBURN-MURRAY,-36.47011526,145.1578269,14.03 ,187.00 ,113.73 
95920,3616,COOMA,GOULBURN-MURRAY,-36.47011252,145.1578071,13.55 ,240.00 ,112.98 
95921,3616,COOMA,GOULBURN-MURRAY,-36.43229249,145.2408841,13.48 ,692.00 ,113.73 
96445,3678,BOBINAWARRAH,GRAMPIANS WIMMERA MALLEE,-35.89798651,143.4424358,14.76 ,670.00 ,96.72 
96478,3889,BELLBIRD CREEK,SOUTHERN RURAL,-37.79334009,142.6851519,20.97 ,574.00 ,#N/A
96557,3691,ALLANS FLAT,GOULBURN-MURRAY,-35.82971067,143.9601593,20.40 ,321.00 ,79.79 
96558,3691,ALLANS FLAT,GOULBURN-MURRAY,-35.82972962,143.9602129,18.65 ,713.00 ,79.75 
96560,3844,BLACKWARRY,SEACOMBE (GMU),-38.1890404,146.5410607,14.88 ,234.00 ,34.56 
96883,3026,LAVERTON NORTH,SOUTHERN RURAL,-37.85409607,144.8127623,18.58 ,363.00 ,#N/A
96899,3018,ALTONA,TRUGANINA,-37.85560202,144.8379642,20.85 ,650.00 ,#N/A
96900,3029,HOPPERS CROSSING,SOUTHERN RURAL,-37.81036102,144.7513566,19.90 ,793.00 ,#N/A
96901,3029,HOPPERS CROSSING,SOUTHERN RURAL,-37.81037591,144.7515607,16.78 ,306.00 ,#N/A
97004,3045,MELBOURNE AIRPORT,SOUTHERN RURAL,-37.67235848,144.8572874,17.87 ,3030.00 ,114.14 
97005,3043,GLADSTONE PARK,SOUTHERN RURAL,-37.67859537,144.8662659,18.53 ,7545.00 ,113.96 
97006,3043,GLADSTONE PARK,SOUTHERN RURAL,-37.68167951,144.8655211,18.57 ,8025.56 ,109.02 
97007,3045,MELBOURNE AIRPORT,SOUTHERN RURAL,-37.67564665,144.8583607,18.21 ,7472.22 ,113.92 
97008,3043,GLADSTONE PARK,SOUTHERN RURAL,-37.69267684,144.8555946,15.86 ,415.00 ,96.74 
97016,3043,GLADSTONE PARK,SOUTHERN RURAL,-37.67536241,144.8641919,18.97 ,11881.82 ,116.61 
97017,3049,ATTWOOD,SOUTHERN RURAL,-37.6705946,144.8624304,18.65 ,5247.50 ,97.70 
97021,3043,GLADSTONE PARK,SOUTHERN RURAL,-37.6755359,144.8624872,19.77 ,14037.50 ,118.78 
97027,3043,GLADSTONE PARK,SOUTHERN RURAL,-37.6757941,144.8653277,17.90 ,13055.45 ,119.20 
97028,3043,GLADSTONE PARK,SOUTHERN RURAL,-37.67579326,144.8653262,18.19 ,8510.91 ,119.20 
97046,3875,BAIRNSDALE,SOUTHERN RURAL,-37.59289104,141.1529896,16.16 ,1293.61 ,68.62 
97119,3709,BURROWYE,GOULBURN-MURRAY,-36.19829256,144.5355263,17.62 ,360.00 ,101.46 
97120,3709,BURROWYE,GOULBURN-MURRAY,-36.19835038,144.5355378,17.21 ,691.00 ,101.75 
97150,3418,BROUGHTON,GOULBURN-MURRAY,-36.10535971,144.5264707,16.13 ,447.00 ,93.36 
97151,3418,BROUGHTON,GOULBURN-MURRAY,-36.10544703,144.5264607,17.93 ,202.00 ,93.32 
97152,3564,CAMPASPE WEST,GOULBURN-MURRAY,-36.03407375,144.4356497,16.97 ,398.00 ,88.50 
97153,3564,CAMPASPE WEST,GOULBURN-MURRAY,-36.03414502,144.4356991,15.67 ,695.00 ,88.24 
97223,3913,TYABB,SOUTHERN RURAL,-38.27206263,145.2236546,17.55 ,522.00 ,6.80 
97224,3913,TYABB,TYABB,-38.2517638,145.2436017,14.14 ,764.00 ,4.29 
97225,3912,PEARCEDALE,SOUTHERN RURAL,-38.23893812,145.2507903,14.66 ,243.00 ,3.47 
97226,3912,PEARCEDALE,SOUTHERN RURAL,-38.2390074,145.2508559,12.56 ,379.00 ,3.57 
97227,3913,TYABB,SOUTHERN RURAL,-38.25275915,145.2114538,19.19 ,462.00 ,23.60 
97332,3666,BALMATTUM,GRAMPIANS WIMMERA MALLEE,-35.38656181,142.6126158,20.53 ,48307.91 ,72.35 
97601,3673,BROKEN CREEK,TYRRELL,-35.48383104,142.9470696,15.16 ,254.00 ,#N/A
97603,3544,CHINANGIN,GRAMPIANS WIMMERA MALLEE,-35.48022105,143.261531,20.79 ,33596.44 ,80.61 
97604,3544,CHINANGIN,GRAMPIANS WIMMERA MALLEE,-35.48028681,143.2615387,20.05 ,33782.20 ,81.18 
97605,3544,CHINANGIN,GRAMPIANS WIMMERA MALLEE,-35.48033576,143.2615932,19.66 ,34915.44 ,81.08 
97612,3393,AILSA,GOULBURN-MURRAY,-35.9977528,145.4315977,12.53 ,303.00 ,108.62 
97613,3640,KATUNGA,GOULBURN-MURRAY,-35.9840853,145.3320161,17.95 ,1897.00 ,105.67 
97614,3640,KATUNGA,GOULBURN-MURRAY,-35.98409475,145.3320557,18.27 ,194.00 ,105.06 
97738,3620,KYABRAM,SHEPPARTON IRRIGATION (GMU),-36.19961274,145.1554162,13.09 ,786.00 ,101.67 
97739,3629,ARDMONA,GOULBURN-MURRAY,-36.27679281,145.2161852,20.85 ,678.00 ,107.39 
97740,3620,KYABRAM,GOULBURN-MURRAY,-36.19903847,145.2248493,17.30 ,4940.00 ,104.37 
97741,3620,KYABRAM,SHEPPARTON IRRIGATION (GMU),-36.19903833,145.224815,20.86 ,783.00 ,103.77 
97746,3629,ARDMONA,GOULBURN-MURRAY,-36.27675025,145.2161842,15.60 ,450.00 ,107.56 
97747,3620,KYABRAM,GOULBURN-MURRAY,-36.1990181,145.2249524,18.40 ,5050.00 ,104.23 
97749,3620,KYABRAM,GOULBURN-MURRAY,-36.19904556,145.2248166,15.20 ,10717.00 ,103.73 
97750,3620,KYABRAM,SHEPPARTON IRRIGATION (GMU),-36.23549859,145.1497158,20.14 ,399.00 ,103.84 
97751,3620,KYABRAM,SHEPPARTON IRRIGATION (GMU),-36.2354945,145.1496962,19.39 ,410.00 ,102.93 
97790,3764,FORBES,UNDERBOOL,-35.0450983,141.7275595,22.70 ,129600.00 ,39.53 
97792,3764,FORBES,UNDERBOOL,-35.04493468,141.7278092,14.75 ,395.00 ,39.28 
97841,3401,BLACKHEATH,VECTIS EAST,-36.75783328,142.1139742,12.94 ,351.00 ,0.00 
97842,3401,BLACKHEATH,GRAMPIANS WIMMERA MALLEE,-36.75335322,142.1167188,14.79 ,309.00 ,126.92 
97843,3401,BLACKHEATH,VECTIS EAST,-36.7554847,142.1082492,12.76 ,527.00 ,126.62 
97844,3401,BLACKHEATH,VECTIS EAST,-36.76052649,142.1083269,17.81 ,127.00 ,125.40 
97845,3401,BLACKHEATH,VECTIS EAST,-36.7582692,142.103159,12.90 ,126.00 ,126.38 
97846,3401,BLACKHEATH,VECTIS EAST,-36.75555559,142.1123509,14.83 ,344.00 ,123.70 
97847,3401,BLACKHEATH,VECTIS EAST,-36.74978735,142.1175807,13.75 ,362.00 ,127.73 
97851,3401,BLACKHEATH,VECTIS EAST,-36.75093735,142.1043412,13.05 ,226.00 ,0.00 
97852,3401,BLACKHEATH,VECTIS EAST,-36.75092591,142.1125841,16.88 ,135.00 ,0.00 
97854,3401,BLACKHEATH,VECTIS EAST,-36.75470541,142.1119593,14.31 ,354.00 ,127.01 
97855,3401,BLACKHEATH,VECTIS EAST,-36.75457504,142.1119058,15.13 ,719.00 ,126.31 
97856,3401,BLACKHEATH,GRAMPIANS WIMMERA MALLEE,-36.72663305,142.0513735,12.52 ,712.00 ,129.94 
97857,3401,BLACKHEATH,GRAMPIANS WIMMERA MALLEE,-36.7266485,142.0514192,14.81 ,258.00 ,129.93 
97858,3401,BLACKHEATH,GRAMPIANS WIMMERA MALLEE,-36.72664481,142.051435,15.42 ,480.00 ,129.86 
97885,3636,DRUMANURE,GOULBURN-MURRAY,-36.09604139,145.2319017,17.42 ,401.00 ,101.99 
97886,3636,DRUMANURE,GOULBURN-MURRAY,-36.09607457,145.2319071,15.50 ,20500.00 ,102.01 
98028,3860,BOISDALE,SOUTHERN RURAL,-37.84834232,146.9728615,16.47 ,748.00 ,50.03 
98130,3646,DOOKIE,GOULBURN-MURRAY,-36.25056346,145.75783,15.16 ,213.00 ,129.89 
98131,3727,ALMONDS,GOULBURN-MURRAY,-36.25319323,145.7763995,14.83 ,391.00 ,131.11 
98132,3646,DOOKIE,GOULBURN-MURRAY,-36.25052991,145.7578288,16.08 ,390.00 ,129.65 
98144,3608,BAILIESTON,GOULBURN-MURRAY,-36.77038531,145.1946292,12.89 ,713.00 ,128.71 
98145,3608,BAILIESTON,GOULBURN-MURRAY,-36.77040889,145.1946032,12.99 ,399.00 ,128.87 
98146,3608,BAILIESTON,GOULBURN-MURRAY,-36.70694773,145.1823657,13.92 ,641.00 ,127.08 
98147,3608,BAILIESTON,GOULBURN-MURRAY,-36.70695153,145.1823433,18.65 ,273.00 ,126.61 
98148,3608,BAILIESTON,GOULBURN-MURRAY,-36.73013073,145.2341751,18.90 ,2360.00 ,128.40 
98149,3608,BAILIESTON,GOULBURN-MURRAY,-36.73013039,145.2341883,17.80 ,5000.00 ,128.06 
98177,3608,BAILIESTON,GOULBURN-MURRAY,-36.7299331,145.1928152,17.70 ,393.00 ,126.78 
98178,3608,BAILIESTON,GOULBURN-MURRAY,-36.72993441,145.1928244,17.30 ,2030.00 ,126.70 
98179,3608,BAILIESTON,GOULBURN-MURRAY,-36.75238943,145.1946616,13.83 ,666.00 ,128.94 
98254,3571,DINGEE,WALLOWA,-35.91470427,141.0818344,19.31 ,1312.29 ,131.70 
98284,3571,DINGEE,WALLOWA,-35.88700943,141.1110515,13.91 ,595.00 ,132.79 
98285,3571,DINGEE,GRAMPIANS WIMMERA MALLEE,-35.88915235,141.110105,15.20 ,1640.00 ,131.87 
98286,3571,DINGEE,GRAMPIANS WIMMERA MALLEE,-35.8880204,141.1101842,14.80 ,1275.00 ,131.83 
98290,3571,DINGEE,WEST WIMMERA (GMU),-35.91463478,141.0824504,19.12 ,1502.15 ,132.76 
98297,3573,CALIVIL,GRAMPIANS WIMMERA MALLEE,-35.96268956,140.9742153,19.25 ,1636.91 ,125.00 
98305,3496,CARDROSS,SUNRAYSIA RURAL,-34.26469478,141.6968648,22.36 ,26436.20 ,49.42 
98306,3496,CARDROSS,SUNRAYSIA RURAL,-34.26424457,141.6968426,20.63 ,322.00 ,48.85 
98307,3496,CARDROSS,SUNRAYSIA RURAL,-34.26430266,141.6968415,15.08 ,239.00 ,49.40 
98309,3641,BEARII,WALLUP,-36.33983323,142.2263373,20.59 ,502.00 ,120.49 
98311,3641,BEARII,WALLUP,-36.33994136,142.226138,18.08 ,483.00 ,120.25 
98347,3099,ARTHURS CREEK,Lower Murray Water,-34.72797219,142.1553922,22.70 ,72492.86 ,34.74 
98348,3099,ARTHURS CREEK,Lower Murray Water,-34.72789946,142.1554853,23.10 ,108400.00 ,34.44 
98349,3099,ARTHURS CREEK,Lower Murray Water,-34.72780397,142.1556164,22.03 ,70575.00 ,35.25 
98350,3099,ARTHURS CREEK,Lower Murray Water,-34.72826071,142.1556799,22.77 ,19958.80 ,35.75 
98351,3099,ARTHURS CREEK,Lower Murray Water,-34.72812055,142.1553623,21.74 ,72652.00 ,35.06 
98352,3099,ARTHURS CREEK,Lower Murray Water,-34.72823166,142.1556192,12.69 ,145.00 ,35.63 
98363,3660,CAVEAT,WALPEUP,-35.123763,142.0404698,13.94 ,438.00 ,93.91 
98364,3660,CAVEAT,GRAMPIANS WIMMERA MALLEE,-35.11664918,142.0458746,21.19 ,44569.13 ,84.76 
98394,3795,SILVAN,SOUTHERN RURAL,-37.83169982,145.4275793,12.90 ,224.00 ,279.41 
98395,3795,SILVAN,SOUTHERN RURAL,-37.85130142,145.4237606,13.70 ,211.00 ,275.21 
98396,3795,SILVAN,WANDIN YALLOCK (GMU),-37.84495835,145.4289662,20.19 ,244.00 ,252.58 
98397,3139,BEENAK,SOUTHERN RURAL,-37.84441716,145.4478863,15.05 ,462.00 ,249.19 
98398,3139,BEENAK,SOUTHERN RURAL,-37.79307218,145.4240625,17.48 ,131.00 ,268.17 
98399,3139,BEENAK,SOUTHERN RURAL,-37.82241621,145.447069,20.65 ,213.00 ,248.19 
98401,3795,SILVAN,WANDIN YALLOCK (GMU),-37.84477021,145.441926,14.04 ,514.00 ,0.00 
98402,3139,BEENAK,SOUTHERN RURAL,-37.81490083,145.4597317,16.74 ,648.00 ,196.03 
98403,3139,BEENAK,SOUTHERN RURAL,-37.79900268,145.4375725,14.28 ,421.00 ,249.17 
98404,3139,BEENAK,SOUTHERN RURAL,-37.7992603,145.4379904,19.78 ,174.00 ,248.07 
98405,3139,BEENAK,SOUTHERN RURAL,-37.81026442,145.4263952,17.10 ,185.00 ,285.33 
98406,3139,BEENAK,SOUTHERN RURAL,-37.80250839,145.4196039,16.61 ,727.00 ,225.14 
98407,3139,BEENAK,SOUTHERN RURAL,-37.82099981,145.4334992,15.00 ,390.00 ,259.05 
98408,3795,SILVAN,SOUTHERN RURAL,-37.82111745,145.4123508,13.04 ,139.00 ,280.90 
98409,3139,BEENAK,SOUTHERN RURAL,-37.79262094,145.4026728,12.73 ,385.00 ,164.56 
98410,3796,MOUNT EVELYN,SOUTHERN RURAL,-37.80756488,145.4051249,15.57 ,185.00 ,230.36 
98411,3139,BEENAK,WANDIN YALLOCK (GMU),-37.79555976,145.4144048,13.41 ,558.00 ,168.09 
98414,3139,BEENAK,SOUTHERN RURAL,-37.76768175,145.4418122,18.67 ,409.00 ,193.36 
98416,3139,BEENAK,SOUTHERN RURAL,-37.79548727,145.4143494,20.35 ,665.00 ,167.80 
98865,3677,APPIN PARK,GOULBURN-MURRAY,-36.35002909,146.330962,17.66 ,146.33 ,144.50 
98866,3677,APPIN PARK,GOULBURN-MURRAY,-36.35003704,146.3309974,16.09 ,115.00 ,143.48 
98867,3677,APPIN PARK,GOULBURN-MURRAY,-36.35002999,146.3310114,17.12 ,169.33 ,143.49 
98873,3677,APPIN PARK,GOULBURN-MURRAY,-36.35579501,146.3347668,19.44 ,665.00 ,143.98 
98874,3677,APPIN PARK,WANGARATTA NORTH,-36.3558296,146.3348258,19.33 ,622.00 ,143.69 
99102,3678,BOBINAWARRAH,GOULBURN-MURRAY,-36.38536872,146.3015161,17.92 ,473.00 ,152.02 
100017,3939,BONEO,SOUTHERN RURAL,-38.39571075,144.8884083,20.52 ,781.00 ,8.07 
100018,3939,BONEO,SOUTHERN RURAL,-38.39951301,144.8882907,14.05 ,610.00 ,9.08 
100019,3939,BONEO,SOUTHERN RURAL,-38.39858359,144.9121001,21.49 ,689.00 ,60.94 
100020,3939,BONEO,SOUTHERN RURAL,-38.39839657,144.8653678,14.90 ,627.00 ,12.81 
100021,3941,RYE,SOUTHERN RURAL,-38.38359596,144.8574003,14.40 ,882.00 ,8.12 
100022,3941,RYE,SOUTHERN RURAL,-38.37450713,144.889049,15.70 ,2880.00 ,10.53 
100023,3939,BONEO,SOUTHERN RURAL,-38.40835218,144.8833714,21.09 ,722.00 ,6.73 
100024,3941,RYE,SOUTHERN RURAL,-38.38132461,144.8641779,17.53 ,582.00 ,4.72 
100025,3941,RYE,SOUTHERN RURAL,-38.38124906,144.8642843,19.99 ,698.00 ,5.31 
100533,3862,CASTLEBURN,SOUTHERN RURAL,-37.98787648,141.0697466,14.65 ,1153.50 ,24.47 
100975,3959,FISH CREEK,SOUTHERN RURAL,-38.83313108,146.1315479,15.47 ,691.00 ,4.53 
100976,3959,FISH CREEK,SOUTHERN RURAL,-38.83206104,146.1352615,17.23 ,740.50 ,3.81 
100977,3959,FISH CREEK,SOUTHERN RURAL,-38.82940649,146.1307948,16.52 ,1444.50 ,5.23 
100978,3959,FISH CREEK,SOUTHERN RURAL,-38.82000538,146.1188269,16.53 ,551.67 ,4.48 
100979,3959,FISH CREEK,SOUTHERN RURAL,-38.82475749,146.1155439,16.74 ,1527.25 ,4.34 
100980,3959,FISH CREEK,SOUTHERN RURAL,-38.82910161,146.1224393,16.53 ,855.67 ,6.74 
101238,3862,CASTLEBURN,SOUTHERN RURAL,-38.0614764,141.1152406,15.82 ,599.00 ,34.79 
101239,3862,CASTLEBURN,SOUTHERN RURAL,-38.05939398,141.1110459,17.33 ,772.00 ,33.79 
101241,3875,BAIRNSDALE,SOUTHERN RURAL,-38.07514363,141.1655493,16.91 ,782.42 ,39.86 
101246,3875,BAIRNSDALE,SOUTHERN RURAL,-38.11026623,141.1992036,14.20 ,610.00 ,25.58 
102388,3414,ANTWERP,WATCHEGATCHECA,-36.4732392,142.0249017,18.75 ,447.00 ,104.10 
102411,3889,BELLBIRD CREEK,SOUTHERN RURAL,-37.45778918,142.5308737,20.78 ,588.00 ,268.89 
102412,3889,BELLBIRD CREEK,SOUTHERN RURAL,-37.47057566,142.6224479,18.40 ,303.00 ,260.57 
102621,3875,BAIRNSDALE,SOUTHERN RURAL,-37.71564731,141.0914058,16.03 ,1765.13 ,68.28 
102827,3705,CUDGEWA,GOULBURN-MURRAY,-36.07391487,144.6586847,23.06 ,4067.50 ,95.13 
102828,3705,CUDGEWA,GOULBURN-MURRAY,-36.073713,144.658502,20.04 ,3619.00 ,94.71 
102829,3705,CUDGEWA,GOULBURN-MURRAY,-36.07404935,144.6586474,20.61 ,3895.00 ,95.54 
102830,3705,CUDGEWA,GOULBURN-MURRAY,-36.07414865,144.6586556,15.76 ,700.00 ,95.54 
102831,3705,CUDGEWA,GOULBURN-MURRAY,-36.07445623,144.6587131,17.91 ,205.00 ,95.94 
103096,3351,BERRINGA,SOUTHERN RURAL,-37.67108235,142.791295,16.70 ,736.00 ,235.13 
103097,3351,BERRINGA,SOUTHERN RURAL,-37.67111852,142.7912868,15.14 ,197.00 ,235.09 
103101,3379,BORNES HILL,SOUTHERN RURAL,-37.73528048,142.7638316,13.13 ,164.00 ,#N/A
103113,3875,BAIRNSDALE,SOUTHERN RURAL,-37.66139721,141.1535944,16.63 ,2029.25 ,66.88 
103159,3102,KEW EAST,WILLAH,-34.45814472,141.8977233,18.90 ,44400.00 ,49.65 
103160,3102,KEW EAST,WILLAH,-34.458354,141.8974686,19.50 ,47100.00 ,48.58 
103161,3102,KEW EAST,Lower Murray Water,-34.45842417,141.897569,22.47 ,80775.00 ,49.01 
103182,3314,BULART,GRAMPIANS WIMMERA MALLEE,-37.28816604,142.5372596,19.77 ,236.00 ,421.83 
103183,3314,BULART,WILLAM,-37.28568492,142.530291,21.49 ,522.00 ,457.18 
103336,3379,BORNES HILL,SOUTHERN RURAL,-37.55180202,142.6759526,15.39 ,523.00 ,244.26 
103341,3379,BORNES HILL,SOUTHERN RURAL,-37.55997838,142.6296631,13.75 ,464.00 ,240.04 
103342,3379,BORNES HILL,SOUTHERN RURAL,-37.55997072,142.6296957,18.51 ,261.00 ,240.01 
103343,3379,BORNES HILL,SOUTHERN RURAL,-37.55899955,142.6320158,15.86 ,686.00 ,244.11 
103344,3379,BORNES HILL,SOUTHERN RURAL,-37.55754608,142.6386974,14.93 ,426.00 ,240.34 
103345,3379,BORNES HILL,SOUTHERN RURAL,-37.55995338,142.6425201,17.69 ,268.00 ,241.30 
103346,3379,BORNES HILL,SOUTHERN RURAL,-37.55994421,142.6425313,16.02 ,705.00 ,241.21 
103348,3889,BELLBIRD CREEK,SOUTHERN RURAL,-37.49979581,142.620476,16.88 ,660.00 ,261.64 
103349,3889,BELLBIRD CREEK,SOUTHERN RURAL,-37.53566907,142.6666256,15.84 ,552.00 ,256.21 
103354,3561,BALLENDELLA,GRAMPIANS WIMMERA MALLEE,-35.90421075,141.3358601,18.95 ,2128.33 ,124.63 
103369,3709,BURROWYE,GRAMPIANS WIMMERA MALLEE,-35.9673527,141.399555,17.27 ,1173.18 ,#N/A
103420,3485,BANYAN,GOULBURN-MURRAY,-36.60251227,145.7703976,13.42 ,452.00 ,175.09 
103582,3858,DAWSON,SEACOMBE (GMU),-38.02920593,146.7441584,19.04 ,774.00 ,58.87 
103583,3856,TOONGABBIE,SEACOMBE (GMU),-38.10605093,146.7295187,21.07 ,637.00 ,22.25 
103811,3856,TOONGABBIE,SOUTHERN RURAL,-38.08254298,146.7138584,16.36 ,2091.00 ,43.63 
103820,3858,DAWSON,SOUTHERN RURAL,-38.02534837,146.8025646,15.30 ,1458.00 ,34.66 
103822,3847,HIAMDALE,SOUTHERN RURAL,-38.09150536,146.791431,17.17 ,1382.00 ,20.73 
103893,3483,BALLAPUR,GRAMPIANS WIMMERA MALLEE,-35.97332457,142.8253794,17.80 ,477.00 ,100.14 
104068,3461,BULLARTO,GOULBURN-MURRAY,-37.3493609,144.1338442,21.46 ,193.00 ,#N/A
104069,3461,BULLARTO,GOULBURN-MURRAY,-37.34965599,144.1339368,19.58 ,124.00 ,516.63 
104078,3461,BULLARTO,GOULBURN-MURRAY,-37.3097069,144.1399563,15.16 ,579.00 ,#N/A
104079,3461,BULLARTO,WOMBAT,-37.31038533,144.1363409,14.22 ,118.00 ,#N/A
104080,3461,BULLARTO,WOMBAT,-37.30966238,144.1399783,20.97 ,169.00 ,#N/A
104081,3461,BULLARTO,GOULBURN-MURRAY,-37.31087757,144.1413785,16.91 ,216.00 ,#N/A
104082,3461,BULLARTO,GOULBURN-MURRAY,-37.31094762,144.1415924,17.83 ,193.00 ,#N/A
104083,3461,BULLARTO,GOULBURN-MURRAY,-37.31105384,144.1418862,18.75 ,290.00 ,#N/A
104089,3461,BULLARTO,WOMBAT,-37.31038533,144.1363409,18.17 ,561.00 ,#N/A
104092,3461,BULLARTO,GOULBURN-MURRAY,-37.31181526,144.1424452,14.37 ,272.00 ,#N/A
104093,3461,BULLARTO,GOULBURN-MURRAY,-37.31186655,144.1423304,13.80 ,393.00 ,#N/A
104095,3461,BULLARTO,GOULBURN-MURRAY,-37.31198735,144.1436006,13.13 ,463.00 ,#N/A
104097,3461,BULLARTO,GOULBURN-MURRAY,-37.31194272,144.1436926,21.19 ,117.00 ,#N/A
104099,3461,BULLARTO,GOULBURN-MURRAY,-37.30942656,144.1413308,19.98 ,653.00 ,#N/A
104101,3461,BULLARTO,GOULBURN-MURRAY,-37.34617426,144.1314507,16.12 ,765.00 ,549.00 
104104,3461,BULLARTO,GOULBURN-MURRAY,-37.33121277,144.1770144,14.89 ,476.00 ,592.71 
104106,3461,BULLARTO,WOMBAT,-37.33069599,144.1828508,15.35 ,263.00 ,#N/A
104110,3461,BULLARTO,GOULBURN-MURRAY,-37.34520413,144.190253,17.70 ,733.00 ,625.76 
104270,3317,HARROW,WOMBELANO,-37.05946538,141.5996963,19.45 ,243.00 ,169.85 
104271,3317,HARROW,GRAMPIANS WIMMERA MALLEE,-37.06000544,141.5756576,20.76 ,119.00 ,166.95 
104272,3317,HARROW,GRAMPIANS WIMMERA MALLEE,-37.060054,141.5756805,12.91 ,293.00 ,167.19 
104273,3317,HARROW,WOMBELANO,-37.05944978,141.5995736,20.79 ,709.00 ,170.06 
104338,3401,BLACKHEATH,GRAMPIANS WIMMERA MALLEE,-36.87745331,142.1377635,12.82 ,691.00 ,144.19 
104358,3442,ASHBOURNE,WOODEND,-37.3199674,144.5421715,13.12 ,191.00 ,#N/A
104359,3442,ASHBOURNE,GOULBURN-MURRAY,-37.32104633,144.5608111,16.41 ,181.00 ,#N/A
104534,3874,CARRAJUNG SOUTH,SEACOMBE (GMU),-38.52849216,146.8684019,16.27 ,791.00 ,0.00 
104536,3874,CARRAJUNG SOUTH,SOUTHERN RURAL,-38.53058181,146.9916982,18.22 ,559.00 ,5.24 
104537,3874,CARRAJUNG SOUTH,WOODSIDE,-38.53476595,146.9898275,18.77 ,741.00 ,4.28 
104800,3211,LITTLE RIVER,Lower Murray Water,-34.26549022,141.3343614,25.36 ,28852.29 ,53.12 
104801,3211,LITTLE RIVER,Lower Murray Water,-34.2651423,141.3344682,22.40 ,36061.67 ,52.21 
104802,3211,LITTLE RIVER,WOOLWOOLA,-34.26607879,141.3342526,21.29 ,10978.29 ,53.00 
104928,3272,MORTLAKE,SOUTHERN RURAL,-37.88791779,142.7729747,14.20 ,150.00 ,204.14 
104929,3272,MORTLAKE,SOUTHERN RURAL,-37.80824763,142.7608581,19.66 ,663.00 ,197.87 
104930,3272,MORTLAKE,SOUTHERN RURAL,-37.80829301,142.7608364,13.86 ,737.00 ,197.81 
104960,3890,BULDAH,SOUTHERN RURAL,-37.78871466,142.8059827,20.51 ,118.00 ,#N/A
104961,3890,BULDAH,SOUTHERN RURAL,-37.78334197,142.7740576,17.55 ,292.00 ,#N/A
105132,3851,AIRLY,SOUTHERN RURAL,-38.09946539,146.9604831,15.80 ,351.00 ,29.85 
105134,3851,AIRLY,SOUTHERN RURAL,-38.10171939,146.9310235,15.52 ,389.00 ,29.98 
105196,3851,AIRLY,SOUTHERN RURAL,-38.07421488,146.961907,14.40 ,375.00 ,14.71 
105220,3971,ALBERTON,SEACOMBE (GMU),-38.54114757,146.6793273,21.46 ,693.00 ,36.70 
105221,3971,ALBERTON,SOUTHERN RURAL,-38.54321712,146.7131738,17.58 ,542.00 ,39.09 
105222,3971,ALBERTON,SOUTHERN RURAL,-38.55647116,146.7052329,15.61 ,402.00 ,21.21 
105284,3608,BAILIESTON,GOULBURN-MURRAY,-36.78850826,145.2192013,18.54 ,324.00 ,128.87 
105286,3608,BAILIESTON,GOULBURN-MURRAY,-36.78852084,145.2191988,17.17 ,471.00 ,128.81 
105287,3607,TABILK,GOULBURN-MURRAY,-36.81727237,145.1818315,18.80 ,2150.00 ,131.73 
105317,3607,TABILK,GOULBURN-MURRAY,-36.81726794,145.1818361,17.40 ,5670.00 ,131.63 
105392,3875,BAIRNSDALE,SOUTHERN RURAL,-37.77522512,147.3809318,17.33 ,453.00 ,34.79 
105476,3875,BAIRNSDALE,SOUTHERN RURAL,-37.7777198,147.4002854,15.22 ,739.00 ,30.21 
105477,3875,BAIRNSDALE,SOUTHERN RURAL,-37.7836827,147.3936547,13.06 ,659.00 ,30.87 
105478,3875,BAIRNSDALE,SOUTHERN RURAL,-37.77354487,147.3653385,15.60 ,423.00 ,37.49 
105479,3875,BAIRNSDALE,SOUTHERN RURAL,-37.77340324,147.3653753,17.84 ,651.00 ,37.64 
105480,3875,BAIRNSDALE,SOUTHERN RURAL,-37.80888765,147.5039654,17.36 ,704.00 ,15.52 
105483,3851,AIRLY,SOUTHERN RURAL,-38.31975899,147.1568974,17.90 ,311.20 ,28.68 
105484,3851,AIRLY,SOUTHERN RURAL,-38.320037,147.1572538,15.63 ,2164.00 ,29.06 
105547,3851,AIRLY,SEACOMBE (GMU),-38.11376974,146.9745648,14.70 ,603.00 ,13.57 
105548,3850,GIFFARD,SOUTHERN RURAL,-38.11546181,147.018517,17.28 ,713.00 ,21.26 
105656,3691,ALLANS FLAT,WYCHITELLA,-36.18702807,143.674702,17.27 ,300.00 ,112.55 
105657,3691,ALLANS FLAT,WYCHITELLA,-36.18702807,143.674702,20.61 ,778.00 ,112.68 
105662,3608,BAILIESTON,WYPERFELD,-35.58386039,142.0508062,14.55 ,751.00 ,60.93 
105663,3608,BAILIESTON,GRAMPIANS WIMMERA MALLEE,-35.58962779,142.1012425,20.10 ,21312.33 ,63.37 
105664,3610,DHURRINGILE,GRAMPIANS WIMMERA MALLEE,-35.63587498,142.0138414,16.70 ,29100.00 ,72.40 
105672,3898,ANGLERS REST,GRAMPIANS WIMMERA MALLEE,-37.07584572,141.004032,13.60 ,4305.00 ,104.38 
105701,3621,KOYUGA SOUTH,GOULBURN-MURRAY,-36.13517901,144.9320968,13.35 ,165.00 ,95.26 
105702,3621,KOYUGA SOUTH,GOULBURN-MURRAY,-36.13518848,144.9321232,18.70 ,20100.00 ,94.82 
