Bore ID,Postcode,Suburb,Area,Latitude,Longitude,Temperature (C),EC (uS/cm),WaterQuantity(mAHD)
67909,3520,KINYPANIAL,GOULBURN-MURRAY,-36.34167333,143.9395612,20.66 ,192.00 ,108.16 
67910,3520,KINYPANIAL,GOULBURN-MURRAY,-36.34164333,143.9395657,19.09 ,268.00 ,108.39 
67911,3520,KINYPANIAL,GOULBURN-MURRAY,-36.34156792,143.9395651,20.27 ,2455.00 ,108.92 
67912,3520,KINYPANIAL,GOULBURN-MURRAY,-36.34357581,143.9523628,19.60 ,3108.00 ,109.77 
67922,3571,DINGEE,JANIEMBER EAST,-36.34524022,143.9825694,13.04 ,187.00 ,108.31 
67923,3571,DINGEE,JANIEMBER EAST,-36.34712426,143.9792995,17.32 ,676.00 ,109.13 
67930,3571,DINGEE,JANIEMBER EAST,-36.34355126,143.9780494,16.96 ,239.00 ,108.33 
67931,3571,DINGEE,JANIEMBER EAST,-36.34395924,143.9797354,20.59 ,598.00 ,108.35 
67932,3571,DINGEE,JANIEMBER EAST,-36.34438223,143.9808654,21.07 ,628.00 ,108.58 
67956,3518,BERRIMAL,GOULBURN-MURRAY,-36.37274594,143.9227451,19.14 ,249.00 ,110.58 
67957,3518,BERRIMAL,GOULBURN-MURRAY,-36.37274791,143.922698,20.07 ,307.00 ,110.68 
68199,3518,BERRIMAL,GOULBURN-MURRAY,-36.24025141,143.9099584,20.90 ,5043.00 ,101.40 
68350,3816,LABERTOUCHE,SOUTHERN RURAL,-38.05755046,145.7664529,14.51 ,377.00 ,52.62 
68351,3816,LABERTOUCHE,SOUTHERN RURAL,-38.03032724,145.7673499,16.20 ,469.00 ,62.15 
68434,3401,BLACKHEATH,GRAMPIANS WIMMERA MALLEE,-36.56612554,141.6514434,18.15 ,1533.00 ,161.78 
68435,3401,BLACKHEATH,JUNGKUM,-36.56639085,141.6513935,19.42 ,454.00 ,161.79 
68436,3401,BLACKHEATH,GRAMPIANS WIMMERA MALLEE,-36.56624963,141.6515162,19.00 ,1504.00 ,162.55 
68447,3393,AILSA,SHEPPARTON IRRIGATION (GMU),-36.15295605,145.2915604,18.67 ,520.00 ,103.68 
68450,3393,AILSA,GOULBURN-MURRAY,-36.12745819,145.2318819,17.14 ,451.00 ,101.81 
68451,3393,AILSA,GOULBURN-MURRAY,-36.12737356,145.2318944,20.73 ,7105.00 ,102.44 
68963,3570,AUCHMORE,GOULBURN-MURRAY,-36.43216501,144.4136566,13.07 ,254.00 ,117.67 
68964,3570,AUCHMORE,GOULBURN-MURRAY,-36.43218295,144.4136775,19.36 ,152.00 ,117.99 
69022,3888,BENDOC,SOUTHERN RURAL,-37.65529471,142.0546784,16.15 ,505.00 ,227.77 
69023,3888,BENDOC,SOUTHERN RURAL,-37.65528781,142.0547464,18.97 ,751.00 ,227.90 
69120,3312,BAHGALLAH,SOUTHERN RURAL,-37.31827361,141.0666737,16.93 ,8448.33 ,119.74 
69186,3287,HAWKESDALE,SOUTHERN RURAL,-38.10103049,142.2837104,13.70 ,1010.00 ,102.80 
69387,3564,CAMPASPE WEST,GOULBURN-MURRAY,-36.19238245,144.8684381,13.99 ,266.00 ,97.97 
69388,3564,CAMPASPE WEST,GOULBURN-MURRAY,-36.14028305,144.8504905,13.24 ,218.00 ,95.17 
69455,3294,DUNKELD,SOUTHERN RURAL,-37.60291149,142.1608598,14.02 ,308.00 ,261.46 
69456,3294,DUNKELD,SOUTHERN RURAL,-37.60290681,142.1608158,17.90 ,728.00 ,261.93 
69462,3139,BEENAK,Lower Murray Water,-34.40024999,142.3170342,23.15 ,41400.00 ,43.21 
69463,3139,BEENAK,Lower Murray Water,-34.40028439,142.3173112,18.00 ,331.00 ,41.97 
69464,3139,BEENAK,Lower Murray Water,-34.4002713,142.3172121,22.84 ,33020.67 ,42.88 
69494,3401,BLACKHEATH,GRAMPIANS WIMMERA MALLEE,-36.82527612,141.4404486,16.58 ,1762.00 ,162.99 
69495,3401,BLACKHEATH,GRAMPIANS WIMMERA MALLEE,-36.82525754,141.440403,17.31 ,2289.00 ,163.10 
69509,3483,BALLAPUR,GOULBURN-MURRAY,-36.28570768,145.9624647,15.48 ,614.00 ,136.86 
69510,3483,BALLAPUR,GOULBURN-MURRAY,-36.28570735,145.9624378,13.06 ,453.00 ,136.29 
69519,3666,BALMATTUM,GOULBURN-MURRAY,-36.5995596,145.4535826,18.84 ,669.00 ,133.09 
69520,3631,ARCADIA,GOULBURN-MURRAY,-36.49986996,145.4712478,21.11 ,154.00 ,121.68 
69545,3649,KATAMATITE,GOULBURN-MURRAY,-36.01209787,145.713487,18.84 ,1068.60 ,117.07 
69546,3644,COBRAM,SHEPPARTON IRRIGATION (GMU),-36.01484458,145.648461,20.49 ,167.00 ,114.31 
69547,3649,KATAMATITE,GOULBURN-MURRAY,-36.01218787,145.713475,18.64 ,281.50 ,116.98 
69548,3649,KATAMATITE,GOULBURN-MURRAY,-36.01205441,145.7134491,18.96 ,490.00 ,117.21 
69549,3730,BATHUMI,GOULBURN-MURRAY,-36.09841705,145.6852687,17.20 ,6770.00 ,115.62 
69550,3730,BATHUMI,GOULBURN-MURRAY,-36.09841855,145.6852924,20.58 ,638.00 ,114.99 
69609,3730,BATHUMI,SHEPPARTON IRRIGATION (GMU),-36.05474707,145.7141146,19.93 ,500.00 ,117.57 
69610,3730,BATHUMI,SHEPPARTON IRRIGATION (GMU),-36.05474707,145.7141146,13.34 ,529.00 ,117.63 
69611,3649,KATAMATITE,KATUNGA (GMU),-36.0828512,145.7136571,18.42 ,769.00 ,116.51 
69668,3393,AILSA,KATUNGA (GMU),-36.01303462,145.4566627,21.37 ,782.00 ,#N/A
69706,3637,WAAIA,GOULBURN-MURRAY,-36.04882636,145.4316033,16.05 ,753.00 ,108.92 
69708,3637,WAAIA,GOULBURN-MURRAY,-36.05650191,145.4518384,18.20 ,3430.00 ,108.51 
69710,3644,COBRAM,GOULBURN-MURRAY,-36.04051959,145.5307583,19.71 ,834.00 ,110.58 
69711,3644,COBRAM,GOULBURN-MURRAY,-36.04052616,145.5306263,15.64 ,763.00 ,110.27 
69835,3301,BOCHARA,SOUTHERN RURAL,-37.80409383,142.2899835,12.89 ,289.00 ,214.80 
69836,3888,BENDOC,SOUTHERN RURAL,-37.75478149,142.3639455,16.48 ,373.00 ,264.23 
69961,3851,AIRLY,SOUTHERN RURAL,-38.06982058,141.2533831,15.00 ,697.00 ,33.52 
69962,3851,AIRLY,SOUTHERN RURAL,-38.12636508,141.2859821,20.02 ,534.00 ,43.88 
69963,3305,ALLESTREE,SOUTHERN RURAL,-38.16313301,141.2891036,17.53 ,1561.25 ,134.17 
70010,3691,ALLANS FLAT,KERANG,-35.76271062,143.9486732,13.84 ,314.00 ,78.92 
70219,3401,BLACKHEATH,GRAMPIANS WIMMERA MALLEE,-36.44031804,142.3276382,19.36 ,302.00 ,129.19 
70220,3401,BLACKHEATH,KEWELL EAST,-36.440126,142.3311828,21.18 ,606.00 ,128.36 
70221,3401,BLACKHEATH,GRAMPIANS WIMMERA MALLEE,-36.44054889,142.3281333,20.75 ,172.00 ,128.70 
70222,3401,BLACKHEATH,GRAMPIANS WIMMERA MALLEE,-36.44047364,142.3281401,16.48 ,609.00 ,128.54 
70236,3631,ARCADIA,SHEPPARTON IRRIGATION (GMU),-36.47450168,145.4714801,19.12 ,140.00 ,118.36 
70237,3631,ARCADIA,GOULBURN-MURRAY,-36.42164329,145.3792911,20.11 ,7332.00 ,111.42 
70238,3631,ARCADIA,GOULBURN-MURRAY,-36.42165042,145.3793051,19.37 ,9802.33 ,110.84 
70243,3631,ARCADIA,GOULBURN-MURRAY,-36.42162201,145.3795496,18.70 ,2165.00 ,111.10 
70245,3631,ARCADIA,SHEPPARTON IRRIGATION (GMU),-36.456885,145.5125871,21.05 ,780.00 ,122.60 
70246,3631,ARCADIA,GOULBURN-MURRAY,-36.45309335,145.432666,16.99 ,401.00 ,116.81 
70247,3631,ARCADIA,GOULBURN-MURRAY,-36.4530948,145.4326873,17.73 ,114.00 ,116.84 
70300,3631,ARCADIA,SHEPPARTON IRRIGATION (GMU),-36.45702458,145.4259836,17.53 ,439.00 ,116.14 
70329,3631,ARCADIA,SHEPPARTON IRRIGATION (GMU),-36.44087103,145.5166439,16.57 ,290.00 ,121.41 
70330,3631,ARCADIA,SHEPPARTON IRRIGATION (GMU),-36.44087103,145.5166439,16.09 ,480.00 ,121.42 
70857,3875,BAIRNSDALE,SOUTHERN RURAL,-37.99352799,141.190194,16.97 ,717.98 ,50.14 
70909,3520,KINYPANIAL,GOULBURN-MURRAY,-36.35741794,143.7156984,20.90 ,429.00 ,138.77 
70910,3520,KINYPANIAL,GOULBURN-MURRAY,-36.35736598,143.7161896,12.65 ,706.00 ,138.67 
70911,3518,BERRIMAL,GOULBURN-MURRAY,-36.29827526,143.80523,21.60 ,26424.00 ,113.67 
70912,3518,BERRIMAL,GOULBURN-MURRAY,-36.29828525,143.8053007,19.90 ,18586.00 ,114.02 
70920,3379,BORNES HILL,SOUTHERN RURAL,-37.48807248,142.7492249,18.39 ,225.00 ,251.18 
70921,3379,BORNES HILL,SOUTHERN RURAL,-37.48806414,142.7491795,19.34 ,799.00 ,251.61 
71062,3444,BARFOLD,GRAMPIANS WIMMERA MALLEE,-35.12608912,141.4325418,20.96 ,50662.10 ,40.83 
71105,3737,ABBEYARD,GOULBURN-MURRAY,-35.76460893,143.7223179,20.36 ,334.00 ,85.13 
71106,3737,ABBEYARD,GOULBURN-MURRAY,-35.76465444,143.7222345,13.45 ,123.00 ,85.22 
71148,3953,BERRYS CREEK,SOUTHERN RURAL,-38.45892612,145.9774238,16.76 ,440.50 ,47.18 
71149,3953,BERRYS CREEK,SOUTHERN RURAL,-38.4588948,145.977827,17.45 ,817.50 ,46.81 
71180,3981,BAYLES,KOO-WEE-RUP,-38.17701065,145.569453,19.86 ,478.00 ,#N/A
71181,3981,BAYLES,SOUTHERN RURAL,-38.19265953,145.4844278,15.95 ,446.00 ,5.45 
71183,3978,CARDINIA,SOUTHERN RURAL,-38.16821408,145.4245224,17.19 ,2806.10 ,2.98 
71184,3810,PAKENHAM,SOUTHERN RURAL,-38.13902434,145.4884449,13.32 ,603.00 ,6.16 
71185,3814,CORA LYNN,SOUTHERN RURAL,-38.12190172,145.5728409,12.90 ,245.00 ,14.66 
71186,3981,BAYLES,SOUTHERN RURAL,-38.212272,145.4412169,18.38 ,1593.00 ,3.06 
71187,3981,BAYLES,SOUTHERN RURAL,-38.16763726,145.5142615,15.41 ,711.00 ,6.06 
71188,3981,BAYLES,KOO-WEE-RUP,-38.21182029,145.4410986,16.69 ,136.00 ,#N/A
71189,3980,BLIND BIGHT,SOUTHERN RURAL,-38.21648445,145.3803219,18.38 ,2208.89 ,3.02 
71190,3981,BAYLES,SOUTHERN RURAL,-38.16766017,145.5143267,14.42 ,145.00 ,6.10 
71191,3810,PAKENHAM,SOUTHERN RURAL,-38.1336367,145.5327037,17.35 ,3290.00 ,9.39 
71192,3981,BAYLES,SOUTHERN RURAL,-38.21332587,145.459018,17.80 ,1948.71 ,3.18 
71194,3981,BAYLES,SOUTHERN RURAL,-38.21384662,145.4301278,18.03 ,1879.75 ,2.61 
71195,3981,BAYLES,SOUTHERN RURAL,-38.21386533,145.4301863,18.33 ,1467.33 ,3.48 
71196,3981,BAYLES,SOUTHERN RURAL,-38.21219253,145.4411909,17.79 ,2352.17 ,3.32 
71198,3980,BLIND BIGHT,SOUTHERN RURAL,-38.21745615,145.4024436,18.97 ,1302.20 ,3.32 
71199,3980,BLIND BIGHT,SOUTHERN RURAL,-38.21744285,145.4021754,17.99 ,1459.29 ,3.57 
71200,3981,BAYLES,SOUTHERN RURAL,-38.19605713,145.4269062,17.10 ,1882.82 ,2.52 
71201,3980,BLIND BIGHT,SOUTHERN RURAL,-38.21428166,145.4060552,18.67 ,1346.80 ,4.60 
71202,3980,BLIND BIGHT,SOUTHERN RURAL,-38.22389763,145.4038867,17.90 ,1364.20 ,2.93 
71203,3980,BLIND BIGHT,SOUTHERN RURAL,-38.22390512,145.403887,18.48 ,1445.13 ,3.51 
71204,3980,BLIND BIGHT,SOUTHERN RURAL,-38.22391066,145.4038837,18.03 ,2855.88 ,3.07 
71205,3981,BAYLES,SOUTHERN RURAL,-38.21593079,145.4217972,18.72 ,1385.92 ,3.38 
71206,3981,BAYLES,SOUTHERN RURAL,-38.21592754,145.4217564,17.55 ,1928.13 ,3.58 
71207,3980,BLIND BIGHT,SOUTHERN RURAL,-38.21864673,145.4160359,18.28 ,1237.60 ,3.74 
71208,3980,BLIND BIGHT,SOUTHERN RURAL,-38.2186482,145.4160986,17.94 ,7967.50 ,3.70 
71209,3980,BLIND BIGHT,SOUTHERN RURAL,-38.21737881,145.3882325,18.67 ,2150.00 ,2.75 
71210,3980,BLIND BIGHT,SOUTHERN RURAL,-38.21739577,145.3881021,17.24 ,1956.90 ,2.90 
71211,3980,BLIND BIGHT,SOUTHERN RURAL,-38.21861266,145.4159424,18.07 ,3361.60 ,3.89 
71212,3980,BLIND BIGHT,SOUTHERN RURAL,-38.22130401,145.4105497,18.50 ,1165.20 ,3.58 
71213,3980,BLIND BIGHT,SOUTHERN RURAL,-38.22135976,145.4105406,17.41 ,4153.54 ,3.68 
71214,3980,BLIND BIGHT,SOUTHERN RURAL,-38.2213744,145.41051,18.05 ,1462.33 ,3.32 
71215,3980,BLIND BIGHT,SOUTHERN RURAL,-38.21657416,145.3779239,18.00 ,3004.45 ,3.00 
71216,3980,BLIND BIGHT,SOUTHERN RURAL,-38.21661866,145.3779033,16.87 ,7921.91 ,3.14 
71217,3980,BLIND BIGHT,SOUTHERN RURAL,-38.21896425,145.3926616,18.23 ,1376.60 ,3.25 
71218,3980,BLIND BIGHT,SOUTHERN RURAL,-38.21900893,145.3927787,17.30 ,5430.00 ,3.66 
71219,3980,BLIND BIGHT,SOUTHERN RURAL,-38.21742467,145.3880154,17.38 ,12062.55 ,3.18 
71843,3814,CORA LYNN,KOO-WEE-RUP EAST,-38.14493204,145.6080349,19.21 ,417.00 ,#N/A
71845,3814,CORA LYNN,SOUTHERN RURAL,-38.15755084,145.6633867,20.17 ,207.00 ,22.29 
71846,3816,LABERTOUCHE,SOUTHERN RURAL,-38.17514327,145.703542,18.70 ,1832.00 ,24.52 
71847,3816,LABERTOUCHE,SOUTHERN RURAL,-38.17511455,145.7035481,17.55 ,2578.00 ,24.64 
71848,3815,BUNYIP,SOUTHERN RURAL,-38.10111412,145.7391526,20.28 ,134.00 ,39.46 
71849,3816,LABERTOUCHE,SOUTHERN RURAL,-38.10524962,145.7538571,16.96 ,689.00 ,40.73 
71850,3816,LABERTOUCHE,SOUTHERN RURAL,-38.10889344,145.7619254,13.07 ,779.00 ,41.09 
71851,3814,CORA LYNN,SOUTHERN RURAL,-38.14469054,145.6076177,17.44 ,2236.67 ,16.10 
71853,3814,CORA LYNN,KOO-WEE-RUP EAST,-38.14476746,145.6072287,16.40 ,3.00 ,15.67 
71854,3815,BUNYIP,SOUTHERN RURAL,-38.14250175,145.7335271,19.30 ,232.00 ,30.91 
71855,3815,BUNYIP,KOO-WEE-RUP EAST,-38.14226064,145.7318639,20.94 ,584.00 ,0.00 
71856,3815,BUNYIP,SOUTHERN RURAL,-38.14211256,145.7306094,16.99 ,683.00 ,31.32 
72002,3813,TYNONG,SOUTHERN RURAL,-38.10469349,145.622952,18.55 ,228.00 ,19.90 
73199,3335,PLUMPTON,KOROROIT,-37.72428895,144.6537549,14.68 ,323.00 ,#N/A
73200,3335,PLUMPTON,KOROROIT,-37.72431959,144.6537598,13.96 ,618.00 ,#N/A
73347,3738,OVENS,GRAMPIANS WIMMERA MALLEE,-35.67578078,143.6414121,20.80 ,331.00 ,79.17 
73348,3738,OVENS,GRAMPIANS WIMMERA MALLEE,-35.67581584,143.6413957,17.67 ,558.00 ,78.98 
73402,3423,JEPARIT,GOULBURN-MURRAY,-36.11639995,145.0901103,15.78 ,764.00 ,100.20 
73403,3423,JEPARIT,GOULBURN-MURRAY,-36.11634356,145.090084,18.84 ,348.00 ,100.25 
73404,3423,JEPARIT,GOULBURN-MURRAY,-36.1164058,145.0901036,18.85 ,416.00 ,99.34 
73405,3423,JEPARIT,GOULBURN-MURRAY,-36.116375,145.090038,12.82 ,182.00 ,100.17 
73425,3621,KOYUGA SOUTH,GOULBURN-MURRAY,-36.26939093,144.8661673,19.95 ,10092.50 ,99.83 
73426,3621,KOYUGA SOUTH,GOULBURN-MURRAY,-36.26939995,144.8664054,21.70 ,8819.00 ,99.35 
73427,3621,KOYUGA SOUTH,GOULBURN-MURRAY,-36.28461887,144.9227658,15.52 ,656.00 ,100.33 
73428,3621,KOYUGA SOUTH,GOULBURN-MURRAY,-36.28460359,144.9227629,14.53 ,706.00 ,99.94 
73429,3621,KOYUGA SOUTH,GOULBURN-MURRAY,-36.2845882,144.9227645,19.68 ,494.00 ,100.91 
73480,3584,LAKE BOGA,GOULBURN-MURRAY,-35.43581786,143.6342815,13.23 ,667.00 ,72.74 
73481,3584,LAKE BOGA,GOULBURN-MURRAY,-35.43582556,143.6342754,19.94 ,357.00 ,72.58 
73482,3584,LAKE BOGA,GOULBURN-MURRAY,-35.44627041,143.6278013,13.53 ,662.00 ,71.15 
73483,3584,LAKE BOGA,GOULBURN-MURRAY,-35.44627168,143.6278052,21.10 ,12406.00 ,71.11 
73484,3584,LAKE BOGA,GOULBURN-MURRAY,-35.45722019,143.6050228,15.65 ,313.00 ,71.67 
73485,3584,LAKE BOGA,GOULBURN-MURRAY,-35.45718845,143.6050108,19.94 ,234.00 ,71.95 
73486,3584,LAKE BOGA,KUNAT KUNAT,-35.45393321,143.6207147,15.09 ,768.00 ,83.36 
73487,3584,LAKE BOGA,GOULBURN-MURRAY,-35.45393586,143.6207254,17.84 ,371.00 ,83.14 
73488,3584,LAKE BOGA,GOULBURN-MURRAY,-35.46628619,143.6099955,12.91 ,555.00 ,70.66 
73489,3584,LAKE BOGA,GOULBURN-MURRAY,-35.46628557,143.6099951,17.37 ,516.00 ,70.66 
73490,3584,LAKE BOGA,GOULBURN-MURRAY,-35.46629477,143.6099949,19.61 ,555.00 ,70.64 
73504,3517,BEARS LAGOON,GOULBURN-MURRAY,-36.46542301,143.8576059,19.84 ,214.00 ,120.84 
73537,3620,KYABRAM,SHEPPARTON IRRIGATION (GMU),-36.29998337,145.0045728,14.43 ,621.00 ,103.22 
73538,3620,KYABRAM,GOULBURN-MURRAY,-36.39887415,144.996511,18.31 ,263.00 ,106.65 
73539,3620,KYABRAM,GOULBURN-MURRAY,-36.39885701,144.9965154,18.58 ,569.00 ,106.13 
73540,3620,KYABRAM,SHEPPARTON IRRIGATION (GMU),-36.29999579,145.0045558,15.58 ,600.00 ,103.61 
73588,3620,KYABRAM,GOULBURN-MURRAY,-36.38703767,145.1281065,20.96 ,745.00 ,109.28 
73589,3620,KYABRAM,GOULBURN-MURRAY,-36.35103519,145.067886,16.30 ,148.00 ,106.11 
73590,3620,KYABRAM,GOULBURN-MURRAY,-36.35105134,145.0678981,20.36 ,518.00 ,105.33 
73832,3529,KALPIENUNG,GOULBURN-MURRAY,-36.39997561,146.2936543,18.43 ,380.00 ,151.66 
73833,3678,BOBINAWARRAH,GOULBURN-MURRAY,-36.44337895,146.2906041,21.36 ,687.00 ,155.65 
73991,3401,BLACKHEATH,GRAMPIANS WIMMERA MALLEE,-36.87600696,142.3176911,18.94 ,603.90 ,170.35 
73993,3401,BLACKHEATH,GRAMPIANS WIMMERA MALLEE,-36.87204535,142.3455071,16.04 ,671.00 ,176.04 
74021,3379,BORNES HILL,SOUTHERN RURAL,-37.56455932,142.6569609,18.00 ,157.00 ,242.27 
74022,3379,BORNES HILL,SOUTHERN RURAL,-37.58746317,142.6321788,14.53 ,794.00 ,248.40 
74023,3379,BORNES HILL,LALKALDARNO,-37.56834232,142.6308155,17.84 ,214.00 ,244.90 
74030,3379,BORNES HILL,SOUTHERN RURAL,-37.56535511,142.6386933,16.97 ,377.00 ,240.11 
74031,3379,BORNES HILL,SOUTHERN RURAL,-37.56691616,142.6366102,20.79 ,173.00 ,244.84 
74032,3379,BORNES HILL,SOUTHERN RURAL,-37.56689814,142.6366098,15.98 ,324.00 ,245.02 
74033,3379,BORNES HILL,LALKALDARNO,-37.56836397,142.6363098,18.42 ,693.00 ,244.90 
74034,3379,BORNES HILL,SOUTHERN RURAL,-37.56836245,142.6363022,16.08 ,700.00 ,244.80 
74035,3379,BORNES HILL,SOUTHERN RURAL,-37.5843778,142.5973484,20.63 ,769.00 ,251.25 
74036,3379,BORNES HILL,SOUTHERN RURAL,-37.57066372,142.691699,15.73 ,509.00 ,248.03 
74037,3379,BORNES HILL,LALKALDARNO,-37.57278429,142.6354415,15.12 ,228.00 ,242.76 
74038,3379,BORNES HILL,SOUTHERN RURAL,-37.5795605,142.6340333,20.15 ,240.00 ,245.78 
74039,3379,BORNES HILL,SOUTHERN RURAL,-37.5985667,142.6299615,18.38 ,771.00 ,249.79 
74041,3379,BORNES HILL,SOUTHERN RURAL,-37.59405547,142.6305785,19.62 ,121.00 ,245.87 
74255,3312,BAHGALLAH,SOUTHERN RURAL,-37.20142462,141.0202448,17.10 ,2996.00 ,131.31 
74303,3984,ADAMS ESTATE,KOO WEE RUP (GMU),-38.26605318,145.5676967,18.66 ,491.00 ,16.16 
74305,3984,ADAMS ESTATE,KOO WEE RUP (GMU),-38.30490692,145.522228,18.41 ,472.00 ,0.00 
74306,3984,ADAMS ESTATE,SOUTHERN RURAL,-38.33896454,145.5638884,15.10 ,735.00 ,5.97 
74308,3984,ADAMS ESTATE,KOO WEE RUP (GMU),-38.30490692,145.522228,13.21 ,784.00 ,0.00 
74309,3984,ADAMS ESTATE,SOUTHERN RURAL,-38.31749108,145.5164867,17.69 ,675.43 ,13.29 
74310,3984,ADAMS ESTATE,SOUTHERN RURAL,-38.3173196,145.5165827,18.02 ,407.10 ,13.75 
74311,3984,ADAMS ESTATE,SOUTHERN RURAL,-38.31724741,145.5165903,17.48 ,1106.14 ,13.15 
74607,3981,BAYLES,KOO WEE RUP (GMU),-38.24491958,145.6991483,14.91 ,613.00 ,0.00 
74608,3984,ADAMS ESTATE,SOUTHERN RURAL,-38.25807429,145.6574213,17.55 ,239.00 ,37.22 
74609,3984,ADAMS ESTATE,SOUTHERN RURAL,-38.25759661,145.6575037,15.60 ,331.00 ,37.33 
75323,3691,ALLANS FLAT,LEAGHUR,-35.96918926,143.708361,15.42 ,593.00 ,96.00 
75324,3691,ALLANS FLAT,LEAGHUR,-35.96918926,143.708361,14.32 ,799.00 ,95.97 
75333,3420,LILLIMUR,GRAMPIANS WIMMERA MALLEE,-36.36711372,141.0064039,12.57 ,708.00 ,114.49 
75351,3420,LILLIMUR,GRAMPIANS WIMMERA MALLEE,-36.36706864,141.0064431,18.69 ,2363.63 ,#N/A
75365,3701,DARTMOUTH,GRAMPIANS WIMMERA MALLEE,-36.3505546,140.9828002,19.06 ,2568.53 ,102.39 
75399,3953,BERRYS CREEK,SOUTHERN RURAL,-38.56988607,145.8796755,15.66 ,893.00 ,54.03 
75400,3953,BERRYS CREEK,SOUTHERN RURAL,-38.54857723,145.8818738,17.00 ,333.00 ,41.85 
75401,3953,BERRYS CREEK,SOUTHERN RURAL,-38.52786415,145.9000495,15.03 ,1514.00 ,33.53 
75403,3954,KOONWARRA,SOUTHERN RURAL,-38.52337996,145.9331035,18.42 ,671.00 ,38.84 
75404,3953,BERRYS CREEK,SOUTHERN RURAL,-38.50382697,145.8512732,14.34 ,614.00 ,68.29 
75405,3953,BERRYS CREEK,SOUTHERN RURAL,-38.53644802,145.8334837,15.93 ,363.00 ,73.17 
75407,3953,BERRYS CREEK,LEONGATHA (GMU),-38.56738541,145.8792564,18.07 ,506.00 ,#N/A
75563,3953,BERRYS CREEK,SOUTHERN RURAL,-38.4575316,145.9491239,15.23 ,261.00 ,68.53 
75565,3953,BERRYS CREEK,SOUTHERN RURAL,-38.46933125,145.9234382,20.71 ,669.00 ,82.95 
75566,3953,BERRYS CREEK,SOUTHERN RURAL,-38.52799064,145.8596335,14.40 ,251.00 ,69.73 
75613,3723,ARCHERTON,LIANIDUCK,-35.29768926,142.9316908,15.55 ,742.00 ,#N/A
75614,3723,ARCHERTON,LIANIDUCK,-35.28883446,142.9091369,18.04 ,596.00 ,#N/A
75650,3420,LILLIMUR,LILLIMUR,-36.36377507,141.1260934,19.45 ,1808.17 ,#N/A
75651,3568,BURKES BRIDGE,GRAMPIANS WIMMERA MALLEE,-36.44015582,141.0745867,20.17 ,1598.67 ,123.54 
75669,3568,BURKES BRIDGE,GRAMPIANS WIMMERA MALLEE,-36.44005806,141.0750689,21.60 ,1773.89 ,124.43 
75678,3393,AILSA,GOULBURN-MURRAY,-36.12789277,146.467892,16.94 ,539.00 ,167.67 
75743,3888,BENDOC,SOUTHERN RURAL,-37.7730506,142.2242227,18.51 ,375.00 ,206.34 
75795,3549,ANNUELLO,Lower Murray Water,-34.7909495,142.5863494,22.42 ,48121.20 ,51.73 
75796,3549,ANNUELLO,Lower Murray Water,-34.79104581,142.5859902,21.98 ,58995.44 ,51.57 
75850,3537,BARRAPORT,GOULBURN-MURRAY,-35.99183076,143.8428527,27.40 ,27808.00 ,87.17 
75851,3537,BARRAPORT,GOULBURN-MURRAY,-35.99176319,143.8428723,20.40 ,282.00 ,86.88 
75853,3575,GLADFIELD,GOULBURN-MURRAY,-36.04137979,143.9318508,19.60 ,384.00 ,89.41 
75854,3575,GLADFIELD,GOULBURN-MURRAY,-36.04138974,143.9318861,17.55 ,656.00 ,89.36 
75855,3575,GLADFIELD,GOULBURN-MURRAY,-36.0413803,143.9319184,20.30 ,776.00 ,89.36 
75856,3695,CHARLEROI,LODDON,-35.94919359,143.9448774,16.26 ,343.00 ,84.50 
76074,3844,BLACKWARRY,SOUTHERN RURAL,-38.1787897,146.6321165,13.49 ,259.00 ,26.38 
76079,3844,BLACKWARRY,SOUTHERN RURAL,-38.17626685,146.6466581,19.05 ,196.00 ,32.55 
76206,3977,CANNONS CREEK,FRANKSTON (GMU),-38.11764758,145.2676753,19.91 ,536.00 ,67.30 
76207,3977,CANNONS CREEK,FRANKSTON (GMU),-38.12313074,145.2666206,17.30 ,539.00 ,69.71 
76208,3977,CANNONS CREEK,FRANKSTON (GMU),-38.12205473,145.2669886,15.65 ,558.00 ,71.40 
76209,3977,CANNONS CREEK,FRANKSTON (GMU),-38.12133773,145.2672336,15.49 ,268.00 ,71.96 
76210,3977,CANNONS CREEK,SOUTHERN RURAL,-38.1240437,145.2659319,14.42 ,451.00 ,70.30 
76760,3568,BURKES BRIDGE,GOULBURN-MURRAY,-35.85004893,144.091496,14.49 ,142.00 ,80.27 
76761,3568,BURKES BRIDGE,GOULBURN-MURRAY,-35.85004227,144.0915335,13.65 ,702.00 ,80.62 
76762,3568,BURKES BRIDGE,GOULBURN-MURRAY,-35.85002652,144.0915678,16.21 ,586.00 ,80.33 
76773,3859,MAFFRA WEST UPPER,MAFFRA,-37.89480191,146.8489624,21.43 ,158.00 ,#N/A
76898,3312,BAHGALLAH,SOUTHERN RURAL,-37.16703314,141.0756598,17.81 ,5006.65 ,121.88 
76914,3312,BAHGALLAH,SOUTHERN RURAL,-37.2398509,141.1228606,14.13 ,754.00 ,122.43 
76919,3312,BAHGALLAH,SOUTHERN RURAL,-37.16628107,141.1358669,17.68 ,7275.45 ,119.63 
76977,3864,FERNBANK,SOUTHERN RURAL,-37.85666482,140.9860259,15.03 ,151.00 ,59.94 
76986,3864,FERNBANK,SOUTHERN RURAL,-37.84473145,141.0004871,16.80 ,811.00 ,60.53 
